sector,organization,job_title,job_description,city,vacancies,posting_date_hijri,posting_day_hijri,posting_month_hijri,posting_year_hijri,source_dataset
القطاع الخاص,شركة دار السمار للمقاولات,مهندس كيميائي,دراسة وتطوير عمليات وإجراءات التصنيع الكيميائي، وإعداد برامج تشغيل وحدات تصنيع وإنتاج المنتجات الكيميائية، وإعداد برامج الصيانة الوقائية للتجهيزات ومتابعة تنفيذها، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,الدمام,2,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة بوتش العربية المحدودة,أخصائي مبيعات,"وضع سياسات البيع ومتابعة تنفيذها وتقييم النتائج وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المبيعات وعرضها وحفظها.
نحن نبحث عن أخصائي مبيعات (مستشار عطور) يتمتع بالشغف وحسن التعامل مع العملاء للانضمام إلى فريقنا. سيكون مسؤولًا عن مساعدة العملاء في اختيار العطور المناسبة، وتقديم المعلومات عن المنتجات، وتحقيق المبيعات مع ضمان تجربة تسوق مميزة.",الرياض,30,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة الاتحاد المبتكر المحدودة,بائع مأكولات ومشروبات,بيع المأكولات و المشروبات للزبائن، وتوفير المعلومات المتعلقة بالمأكولات و المشروبات و أسعارها، وتولي أمور الدفع وتلقي المدفوعات من الزبائن.,ابها,15,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,فرع شركة محطات الحاويات الوطنية المحدودة,مساعد إداري,"Responsible for greeting visitors, managing calls, handling mail, maintaining reception, and providing general administrative and social media support",رابغ,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة بن هادي لتاجير السيارات,مدير فرع,"أكيد! إليك قائمة تفصيلية وشاملة لـ مهام مشرف المنطقة، وهي وظيفة إشرافية تتطلب مهارات قيادية وتنظيمية عالية لضمان سير العمل بكفاءة في عدة مواقع أو فروع:

 المهام الرئيسية لمشرف المنطقة:
 الإشراف والتنسيق:
- الإشراف على أداء الفروع أو المواقع ضمن نطاق المنطقة المحددة.
- التنسيق بين الفروع والإدارات الأخرى (مثل الصيانة، الموارد البشرية، المالية) لضمان التشغيل السلس.
- مت",المدينة المنورة,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,مشغل مضخة مياه,تفقد مضخة مياه إطفاء الحرائق بشكل دوري وتفقد جاهزية المضخة وتشغيلها عند نشوب أي حريق وفتح صمامات مداخل المياه ومخارجها وربط خراطيم المياه بالمضخة وتنفيذ برامج الصيانة الوقائية لمضخة الحريق.,حفر الباطن,6,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,مهندس سلامة وصحة مهنية,إعداد وتطوير أسس وقواعد وإجراءات السلامة والصحة المهنية بموقع العمل، وتحديد الأخطار المهنية في مواقع العمل وإجراءات تفاديها، وتوفير مستلزمات وأدوات السلامة والصحة المهنية ومتابعة استخدامها، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,بقيق,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,نظارات جمال الدين عثمان الجعفري,فني بصريات طبية,دراسة طلب ووصفة تصنيع البصريات الطبية وتجهيز العدسات الطبية والعدسات اللاصقة، وتدريب الافراد على استخدامها والعناية بها، وصيانة البصريات القديمة وإعداد وتقديم تقارير العمل.,البطالية (الأحساء),2,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني أجهزة إلكترونية,تركيب الأجهزة الإلكترونية والمعدات مثل الدوائر وعناصر التحكم والآلات ومراقبتها، ومساعدة مهندسي الإلكترونيات في أنشطة البحث والتطوير.,المدينة المنورة,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني كهروميكانيك,تثبيت النظم والمعدات الكهروميكانيكية ومراقبتها، ومساعدة المهندسين الميكانيكيين في أنشطة البحث والتطوير.,جيزان,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني أجهزة إلكترونية,تركيب الأجهزة الإلكترونية والمعدات مثل الدوائر وعناصر التحكم والآلات ومراقبتها، ومساعدة مهندسي الإلكترونيات في أنشطة البحث والتطوير.,حفر الباطن,2,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,مؤسسة جمال العيون للنظارات لصاحبها جمال عيسى الشويخات,فني بصريات طبية,دراسة طلب ووصفة تصنيع البصريات الطبية وتجهيز العدسات الطبية والعدسات اللاصقة، وتدريب الافراد على استخدامها والعناية بها، وصيانة البصريات القديمة وإعداد وتقديم تقارير العمل.,جدة,5,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة شيد المحدوده,مهندس ميكانيكي,إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,الدمام,3,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,مؤسسة أصول الشرقية العقارية,مشرف عقار,الإشراف على الأنشطة العقارية، ابرام العقود الايجاريه للمستاجرين علي منصه ايجار التواصل مع العملاء لتجديد عقود الايجار والتواصل مع المستاجرين لتحصيل ايراد العقارات والمتابعه اليوميه مع العملاء لسداد الايجارات,الدمام,2,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة مداد للخدمات الطبية,مراقب الجودة,جمع عينات المنتجات وفحصها وتحليلها، ومراجعة سياسات وإجراءات الجودة ومراقبتها.,الدمام,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة الصاعدين للمقاولات,مساعد إداري,متابعة تنفيذ القرارات الادارية الصادرة عن الرئيس المباشر وتنظيم أعمال البريد والمواعيد اليومية، وإنجاز الأعمال الادارية المتعلقة بسير العمل وتنسيق وتنظيم اجتماعات الرئيس المباشر,النعيرية,3,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,مدارس الحصان النموذجيه الاهليه ورياض الاطفال,معلم ثانوي فيزياء,تدريس طلاب المرحلة الثانوية في مجال الفيزياء، ووضع خطط الدروس وتقديم التعليمات الفردية والجماعية، ودعم تنمية الطلاب.,الدمام,1,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,مدارس الحصان النموذجيه الاهليه ورياض الاطفال,معلم مرحلة متوسطة رياضيات,تخطيط وتحضير الدروس المتعلقة بالرياضيات لطلاب المرحلة المتوسطة وتدريسهم وتوجيههم.,الدمام,2,18/03/1447,18,3,1447,jadarat_recent
القطاع الخاص,شركة قنبر للخرسانة الجاهزة المحدودة,أمين مستودع فني,استلام المواد الواردة إلى المستودع ومطابقة كمياتها ومواصفاتها وتخزينها، وصرف الطلبات الواردة من الجهات المختصة وتجهيز وشحن الطلبية.,الهفوف,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,مؤسسة جمال العيون للنظارات لصاحبها جمال عيسى الشويخات,فني بصريات طبية,دراسة طلب ووصفة تصنيع البصريات الطبية وتجهيز العدسات الطبية والعدسات اللاصقة، وتدريب الافراد على استخدامها والعناية بها، وصيانة البصريات القديمة وإعداد وتقديم تقارير العمل.,القطيف,5,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة مسا البيئة للمقاولات,مساعد إداري,متابعة تنفيذ القرارات الادارية الصادرة عن الرئيس المباشر وتنظيم أعمال البريد والمواعيد اليومية، وإنجاز الأعمال الادارية المتعلقة بسير العمل وتنسيق وتنظيم اجتماعات الرئيس المباشر,الدمام,15,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة مسا البيئة للمقاولات,مشرف تنظيف وتدبير,الإشراف على أنشطة التدبير في المرافق التجارية وتنسيقها وتنفيذها، للحفاظ على المرافق مرتبة ونظيفة.,الخفجي,10,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة مسا البيئة للمقاولات,مهندس ميكانيكي,إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,القطيف,5,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني تدفئة وتهوية وتكييف,تركيب معدات التكييف والتدفئة والتهوية وصيانتها وتصليحها، مثل وحدات ومضخات التدفئة ومكيفات الهواء,بقيق,3,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة أرمادا العالمية للمقاولات العامة,أخصائي مشتريات,تقييم احتياجات ومتطلبات مختلف الوحدات التنظيمية من المواد، ومسح السوق بهدف الوصول إلى أفضل أسعار الشراء من الموردين والإشراف على استلام العروض من موردي الخدمات وتقييمها، وبناء قاعدة بيانات بأسعار المواد والموردين وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المبيعات وعرضها وحفظها.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة بن هادي لتاجير السيارات,مدير فرع,"مهام مشرف المنطقة، وهي وظيفة إشرافية تتطلب مهارات قيادية وتنظيمية عالية لضمان سير العمل بكفاءة في عدة مواقع أو فروع:

 المهام الرئيسية لمشرف المنطقة:
الإشراف والتنسيق:
- الإشراف على أداء الفروع أو المواقع ضمن نطاق المنطقة المحددة.
- التنسيق بين الفروع والإدارات الأخرى (مثل الصيانة، الموارد البشرية، المالية) لضمان التشغيل السلس.
- متابعة حركة المركبات أو المنتجات بين",الدمام,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,مؤسسة أنامل الحديثة التجارية,مصمم جرافيك,تطوير الأفكار الإبداعية والمفاهيم لتوصيل الرسالة المطلوبة بوسائل الجرافيك، ووضع المخططات العامة وتصميم الإنتاج للإعلانات والمجلات وتقارير الشركات وغيرها من وسائل الإعلام المنشورة.,جدة,2,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,مستشفى العميس الطبي,مهندس ميكانيكي,إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,صبيا,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة فيجن المتحدة للصناعة,أخصائي مبيعات,وضع سياسات البيع ومتابعة تنفيذها وتقييم النتائج وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المبيعات وعرضها وحفظها.,الرياض,2,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة فيجن المتحدة للصناعة,أخصائي عمليات موارد بشرية,تنفيذ الإجراءات والأنظمة والنماذج الخاصة بمراقبة دوام الموظفين، والمساهمة في والإشراف على تطبيق سياسات وإجراءات الإجازات المرضية والطارئة، وتحديث المعلومات المتعلقة بالموظفين والتعامل مع شكاويهم واستفساراتهم بمهنية وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال عمليات الموارد البشرية وعرضها وحفظها.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة فيجن المتحدة للصناعة,أخصائي مبيعات,وضع سياسات البيع ومتابعة تنفيذها وتقييم النتائج وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المبيعات وعرضها وحفظها.,الرس,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,فني تدفئة وتهوية وتكييف,تركيب معدات التكييف والتدفئة والتهوية وصيانتها وتصليحها، مثل وحدات ومضخات التدفئة ومكيفات الهواء,حفر الباطن,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,مهندس إدارة مشاريع,وضع وتنفيذ خطة متكاملة للمشروع والتحكم في التغييرات وتحديد نطاق المشروع بدقة من حيث البنود والأزمنة، وإعداد الجداول الزمنية بواسطة البرامج والتطبيقات المستخدمة لتطوير جداول العمل، إدارة التكلفة والموارد المطلوية لإنجاز المشروع، وتوافر أساسا لتوزيع المعلومات ونشر حالة مراحل المشروع.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,مشرف صيانة,إعداد خطة وبرنامج العمل، ومتابعة إجراءات تحديد نوع وطبيعة الصيانة، وتوزيع المهام على فريق العمل، وتصميم الاحتياجات التدريبية لفريق الصيانة، وإعداد برنامج الصيانة الوقائية.,حفر الباطن,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,مهندس مدني,دراسة طبوغرافية وجيولوجية الموقع الإنشائي ونتائج اختبار فحص التربة، وإعداد التصاميم الإنشائية ومتابعة إعداد المخططات الإنشائية وتدقيقها ومتابعة إعداد جداول الكميات والمواصفات للمواد الإنشائية، والإشراف على تنفيذ المشروع ومطابقة المواصفات، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,فني هندسة كهربائية,تركيب المحركات واللوحات والمولدات والمحولات الكهربائية والإشراف عليها ومراقبتها، وتقديم المساعدة للمهندسين الكهربائيين لحل المشكلات,حفر الباطن,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,ميكانيكي كهرباء,تركيب المعدات الكهربائية وصيانتها وتصلحيها مثل الآلات والمحركات والمولدات والمفاتيح الكهربائية والأجهزة وأجزاء الآلات الكهربائية.,حفر الباطن,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,فني كهربائي أنظمة حماية كهربائية,دراسة المخططات التنفيذية لأنظمة الحماية الكهربائية  تحديد كميات المواد  الأجهزة اللازمة  مطابقة مواصفاتها  تأمينها للقيام بالعمل بالإضافة إلى متابعة إجراءات العمل التنفيذية لأعمال التركيب والتشغيل والصيانة وتشخيص أعطال أنظمة الحماية الكهربائية.,حفر الباطن,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةصالح حسين سالم ال سلامه وشريكه,مهندس ميكانيكي,إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,مكتب البراق التنظيميه لتنظيم الرحلات,أخصائي تسويق,"المسؤوليات:

يكون أخصائي التسويق مسؤولًا عن تطوير وتنفيذ استراتيجيات تسويقية إبداعية لزيادة الوعي بالعلامة التجارية وجذب الجمهور المستهدف عبر مختلف المنصات الرقمية. يتضمن هذا الدور التعاون مع الفرق المختلفة لإنشاء محتوى مبتكر وجاذب يتوافق مع هوية العلامة التجارية ويحقق أهداف التسويق. تتطلب الوظيفة فهمًا قويًا لمبادئ التسويق الرقمي والقدرة على قياس وتحليل أداء الحملات",حائل,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة انس رضوان بحه للمحاماة والاستشارات القانونية,محامي,دراسة القضية وتجهيز ملفها وجمع البينات الخطية والشخصية والأدلة، وتسجيل الدعوى لدى المحكمة المختصة ومتابعتها والمرافعة فيها لدى مختلف درجات المحاكم لحين إصدار الحكم، وتمثيل الموكلين لدى الغير، وتنظيم العقود والاتفاقيات والمستندات القانونية وتوثيقها وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المحاماة وعرضها وحفظها.,مكة المكرمة,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة مجموعة الفؤاد للتجارة والمقاولات المحدودة,فني تدفئة وتهوية وتكييف,تركيب معدات التكييف والتدفئة والتهوية وصيانتها وتصليحها، مثل وحدات ومضخات التدفئة ومكيفات الهواء,مكة المكرمة,3,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة كفاء العربية للمقاولات شركة شخص واحد,مهندس ميكانيكي,إعداد التصاميم والمخططات لمشاريع وأعمال الهندسة الميكانيكية، وإعداد برامج تجميع وتركيب وتشغيل التجهيزات الميكانيكية في المشاريع الصناعية وإعداد برامج تشغيل المعدات الصناعية وبرامج الصيانة الوقائية، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,ينبع,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة الريان الأهلية,مساعد إداري,متابعة تنفيذ القرارات الادارية الصادرة عن الرئيس المباشر وتنظيم أعمال البريد والمواعيد اليومية، وإنجاز الأعمال الادارية المتعلقة بسير العمل وتنسيق وتنظيم اجتماعات الرئيس المباشر,ابار الماشي,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة الريان الأهلية,فني صوت,تشغيل أجهزة الصوت، ومراقبة عملية تسجيل الصوت ومزجه واستنساخ أشرطة التسجيل، وتنفيذ برامج الصيانة الوقائية، وإعداد وتقديم تقارير العمل.,ابار الماشي,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,مكتب عبدالمحسن سالم سرحان للاستشارات الهندسية,مهندس ميكانيكي,#NAME?,مكة المكرمة,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,اسواق عبدالله العثيم,موظف صندوق محاسبة,عد المبالغ المالية المتوافرة في آلة تسجيل النقود وتسجيلها واستلام المدفوعات نقدا أو عن طريق بطاقة الائتمان وتحديث قوائم الأسعار، وتسوية النقدية الواردة مع إجمال المبيعات في نهاية الوردية، وتلبية رغبات العملاء بالإضافة أو الحذف على قوائم الشراء.,الرياض,300,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة جنات العرب,فني تثقيف صحي,إقامة دورات تدريبية وتثقيف المرضي فيما يتعلق بالأمور الصحية وكيفية اتباعها وفقاً للسياسات والإجراءات المنظمة لذلك.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة سمت للشقق المخدومة,أخصائي خدمة عملاء,القيام باستقبال استفسارات العملاء ومعالجة الشكاوى وتقديم الدعم اللازم لضمان رضا العميل وتحسين تجربته مع المنشأة.,البكيرية,5,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة العيسى التجارية شركة مساهمه غير مدرجة,محاسب,إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها.,الرياض,2,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة حول الخليج للانتاج الفني شركة شخص واحد,مدير عمليات موارد بشرية,المشاركة في وضع الأهداف الرئيسية وخطط وبرامج عمليات الموارد البشرية، والإشراف المباشر على أنشطة إدارة وتخطيط وتنظيم عمليات الموارد البشرية ومتابعة فرق العمل  وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية بأكبر كفاءة وفعالية ممكنة.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة المخابز السعودية المحدودة (شركة شخص واحد),كاتب موارد بشرية,الحفاظ على سجلات الموظفين وتحديثها، وإعداد التقارير المتعلقة بالتوظيف، ورفعها إلى المختصين.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة المخابز السعودية المحدودة (شركة شخص واحد),مشرف إنتاج,الإشراف على الأنشطة الصناعية في المنشآت الصناعية وتنسيقها.,الرياض,2,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,,مدرب لياقة بدنية,وضع الأهداف والخطط واستراتيجيات التدريب ومؤشرات قياسها، وتحديد وتوفير جميع الموارد والمواد والتقنيات اللازمة للتدريب على اللياقة البدنية، وإجراء تدريبات اللياقة البدنية وتقييم النتائج.,الرياض,6,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,فني إنشاءات,أداء الواجبات الفنية المتعلقة بإنشاء الأبنية، وجمع العينات من تربة الموقع والمواد الانشائية وإرسالها للمختبر، ومطابقة المواصفات،وتقدير كميات المواد والعمالة اللازمة.,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة كدن للمقاولات شركة شخص واحد,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,الرياض,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة وارف لخدمات الأعمال,أخصائي عمليات موارد بشرية,تنفيذ الإجراءات والأنظمة والنماذج الخاصة بمراقبة دوام الموظفين، والمساهمة في والإشراف على تطبيق سياسات وإجراءات الإجازات المرضية والطارئة، وتحديث المعلومات المتعلقة بالموظفين والتعامل مع شكاويهم واستفساراتهم بمهنية وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال عمليات الموارد البشرية وعرضها وحفظها.,الرياض,4,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة مواقع النجوم للمقاولات,فني كهربائي تمديدات كهربائية,دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.,بريدة,1,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة العليان للخدمات الغذائية شركة شخص واحد,بائع مأكولات ومشروبات,بيع المأكولات و المشروبات للزبائن، وتوفير المعلومات المتعلقة بالمأكولات و المشروبات و أسعارها، وتولي أمور الدفع وتلقي المدفوعات من الزبائن.,الرياض,50,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة فيا العاصمة للتأجير,سائق سيارة خاص,قيادة السيارة لنقل الركاب  والالتزام بقواعد المرور والأمن والسلامة وإجراء فحوصات دورية على السيارة ورفع طلبات الصيانة .,الرياض,100,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركةازياء التجزئة التجارية,مندوب مبيعات,جمع البيانات والمواصفات المتعلقة بالمنتجات (السلع والخدمات)، وإعداد قاعدة بيانات بالعملاء الحاليين والمرتقبين والاتصال بالعملاء أو زيارتهم وتقديم عروض البيع ، وإتمام عملية البيع، ومتابعة العملاء وتحصيل الديون، وإعداد وتقديم تقارير العمل,الرياض,100,17/03/1447,17,3,1447,jadarat_recent
القطاع الخاص,شركة ثلاثة خمسة سبعة لادارة المشاريع,أخصائي تسويق,تحديد الأهداف وتطوير السياسات التسويقية للسلع والخدمات، والإشراف على تنفيذها وتقييمها، وإجراء اختبارات السوق وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال التسويق وعرضها وحفظها.,الرياض,1,16/03/1447,16,3,1447,jadarat_recent
القطاع الخاص,شركة ايفارا المحدودة,مهندس مدني,دراسة طبوغرافية وجيولوجية الموقع الإنشائي ونتائج اختبار فحص التربة، وإعداد التصاميم الإنشائية ومتابعة إعداد المخططات الإنشائية وتدقيقها ومتابعة إعداد جداول الكميات والمواصفات للمواد الإنشائية، والإشراف على تنفيذ المشروع ومطابقة المواصفات، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,الباحة,2,16/03/1447,16,3,1447,jadarat_recent
القطاع الخاص,مؤسسة ابراهيم علي صالح الزائد لتقديم المشروبات,أخصائي تسويق,تحديد الأهداف وتطوير السياسات التسويقية للسلع والخدمات، والإشراف على تنفيذها وتقييمها، وإجراء اختبارات السوق وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال التسويق وعرضها وحفظها، وتخطيط وتنفيذ ومتابعة الحملات الإعلانية عبر المنصات الرقمية والتقليدية لضمان تحقيق أهداف العلامة التجارية وزيادة الوعي والمبيعات.,الرياض,1,16/03/1447,16,3,1447,jadarat_recent
القطاع الخاص,مؤسسة ابراهيم علي صالح الزائد لتقديم المشروبات,مدير فرع,الإشراف على جميع فروع الشركة وضمان تشغيلها بكفاءة عالية، وتحقيق الأهداف البيعية والتشغيلية، وتطوير أداء فرق العمل بما يحقق رضا العملاء ويعزز صورة العلامة التجارية. كما تشمل المهام: المساهمة في وضع وإعداد أهداف الفروع بما يتماشى مع توجهات واستراتيجيات الشركة، وإدارة وتخطيط وتنظيم أعمال الفروع ووحداتها الإدارية بما يتوافق مع الخطط التشغيلية والبرامج التنفيذية المعتمدة.,الرياض,1,16/03/1447,16,3,1447,jadarat_recent
القطاع الخاص,مؤسسة ابراهيم علي صالح الزائد لتقديم المشروبات,مدير عام,المشاركة في وضع الأهداف العامة والسياسات والخطط التشغيلية، والعمل على إدارة وتخطيط وتنظيم أعمال الوحدات التنظيمية التابعة بما يتوافق مع الخطط التشغيلية والبرامج التنفيذية المعتمدة، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية بأكبر كفاءة وفعالية ممكنة. والإشراف الكامل على إدارة الشركة وتشغيل جميع فروعها المنتشرة في مختلف المدن، وتطوير الأدا,الرياض,1,16/03/1447,16,3,1447,jadarat_recent
القطاع الخاص,مؤسسة ابراهيم علي صالح الزائد لتقديم المشروبات,محاسب,إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها والقيام بجميع المهام المحاسبية اليومية بدقة وفعالية وفقاً للمعايير المحاسبية والسياسات المالية المعتمدة.,الرياض,3,16/03/1447,16,3,1447,jadarat_recent
القطاع الخاص,مؤسسة ابراهيم علي صالح الزائد لتقديم المشروبات,مدير تسويق,المشاركة في وضع الأهداف والسياسات والخطط التشغيلية المتعلقة بالتسويق، والإشراف المباشر على أنشطة إدارة وتخطيط أعمال التسويق بما يتوافق مع الخطط التشغيلية، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية بأكبر كفاءة وفعالية ممكنة، وقيادة وتخطيط وتنفيذ الاستراتيجيات التسويقية لزيادة الوعي بالعلامة التجارية وتعزيز المبيعات وتحقيق أهداف الشركة من,الرياض,1,16/03/1447,16,3,1447,jadarat_recent
